	HGNC_ID	Gene_symbol	gene_long_name	category_sources	category	Source	Source_Date	Download_Date
1827	HGNC:9234	MED1	MEDIATOR COMPLEX SUBUNIT 1	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1828	HGNC:9234	MED1	MEDIATOR COMPLEX SUBUNIT 1	GO	TRANSCRIPTION FACTOR BINDING	DGIdb	20210101	20210909
1829	HGNC:11346	IL24	INTERLEUKIN 24	Pharos	KINASE	DGIdb	20210101	20210909
1830	HGNC:11346	IL24	INTERLEUKIN 24	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1831	HGNC:28964	DANCR	DIFFERENTIATION ANTAGONIZING NON-PROTEIN CODING RNA	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1832	HGNC:10416	RPS27	RIBOSOMAL PROTEIN S27	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1833	HGNC:16484	SLC28A3	SOLUTE CARRIER FAMILY 28 MEMBER 3	GuideToPharmacology,Pharos	TRANSPORTER	DGIdb	20210101	20210909
1834	HGNC:16484	SLC28A3	SOLUTE CARRIER FAMILY 28 MEMBER 3	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1835	HGNC:16484	SLC28A3	SOLUTE CARRIER FAMILY 28 MEMBER 3	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
1836	HGNC:7114	MKRN3	MAKORIN RING FINGER PROTEIN 3	HumanProteinAtlas	ENZYME	DGIdb	20210101	20210909
1837		ATP5C1	ATP SYNTHASE, H+ TRANSPORTING, MITOCHONDRIAL F1 COMPLEX, GAMMA POLYPEPTIDE 1	GuideToPharmacology	TRANSPORTER	DGIdb	20210101	20210909
1838	HGNC:8033	NTRK3	NEUROTROPHIC RECEPTOR TYROSINE KINASE 3	HumanProteinAtlas	ENZYME	DGIdb	20210101	20210909
1839	HGNC:8033	NTRK3	NEUROTROPHIC RECEPTOR TYROSINE KINASE 3	CIViC	DRUG RESISTANCE	DGIdb	20210101	20210909
1840	HGNC:8033	NTRK3	NEUROTROPHIC RECEPTOR TYROSINE KINASE 3	FoundationOneGenes,MskImpact,Tempus,CarisMolecularIntelligence,Oncomine	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
1841	HGNC:8033	NTRK3	NEUROTROPHIC RECEPTOR TYROSINE KINASE 3	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
1842	HGNC:8033	NTRK3	NEUROTROPHIC RECEPTOR TYROSINE KINASE 3	BaderLabGenes,Pharos,HopkinsGroom,dGene	KINASE	DGIdb	20210101	20210909
1843	HGNC:8033	NTRK3	NEUROTROPHIC RECEPTOR TYROSINE KINASE 3	dGene	TYROSINE KINASE	DGIdb	20210101	20210909
1844	HGNC:10618	CCL2	C-C MOTIF CHEMOKINE LIGAND 2	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1845	HGNC:8824	SERPINF1	SERPIN FAMILY F MEMBER 1	dGene,HopkinsGroom	PROTEASE INHIBITOR	DGIdb	20210101	20210909
1846	HGNC:8824	SERPINF1	SERPIN FAMILY F MEMBER 1	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
1847	HGNC:19086	HDAC11	HISTONE DEACETYLASE 11	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1848	HGNC:19086	HDAC11	HISTONE DEACETYLASE 11	GO	TRANSCRIPTION FACTOR BINDING	DGIdb	20210101	20210909
1849	HGNC:19086	HDAC11	HISTONE DEACETYLASE 11	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1850	HGNC:8994	PIP5K1A	PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE TYPE 1 ALPHA	IDG,Pharos	KINASE	DGIdb	20210101	20210909
1851	HGNC:8994	PIP5K1A	PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE TYPE 1 ALPHA	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1852	HGNC:8994	PIP5K1A	PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE TYPE 1 ALPHA	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1853	HGNC:15684	B3GNT5	UDP-GLCNAC:BETAGAL BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE 5	Pharos	ENZYME	DGIdb	20210101	20210909
1854	HGNC:9445	PRL	PROLACTIN	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1855	HGNC:9445	PRL	PROLACTIN	GO	HORMONE ACTIVITY	DGIdb	20210101	20210909
1856	HGNC:20748	FANCL	FANCONI ANEMIA COMPLEMENTATION GROUP L	HumanProteinAtlas	ENZYME	DGIdb	20210101	20210909
1857	HGNC:20748	FANCL	FANCONI ANEMIA COMPLEMENTATION GROUP L	FoundationOneGenes,CarisMolecularIntelligence,Tempus	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
1858	HGNC:20748	FANCL	FANCONI ANEMIA COMPLEMENTATION GROUP L	GO	DNA REPAIR	DGIdb	20210101	20210909
1859	HGNC:5117	HOXB6	HOMEOBOX B6	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1860	HGNC:12221	TRBV5-4	T CELL RECEPTOR BETA VARIABLE 5-4	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1861	HGNC:12221	TRBV5-4	T CELL RECEPTOR BETA VARIABLE 5-4	Pharos	KINASE	DGIdb	20210101	20210909
1862	HGNC:12218	TRBV5-1	T CELL RECEPTOR BETA VARIABLE 5-1	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1863	HGNC:12218	TRBV5-1	T CELL RECEPTOR BETA VARIABLE 5-1	Pharos	KINASE	DGIdb	20210101	20210909
1864	HGNC:19178	CMTM7	CKLF LIKE MARVEL TRANSMEMBRANE DOMAIN CONTAINING 7	Pharos	KINASE	DGIdb	20210101	20210909
1865	HGNC:11298	SRMS	SRC-RELATED KINASE LACKING C-TERMINAL REGULATORY TYROSINE AND N-TERMINAL MYRISTYLATION SITES	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1866	HGNC:11298	SRMS	SRC-RELATED KINASE LACKING C-TERMINAL REGULATORY TYROSINE AND N-TERMINAL MYRISTYLATION SITES	dGene,HopkinsGroom,Pharos	KINASE	DGIdb	20210101	20210909
1867	HGNC:11298	SRMS	SRC-RELATED KINASE LACKING C-TERMINAL REGULATORY TYROSINE AND N-TERMINAL MYRISTYLATION SITES	dGene,GO	TYROSINE KINASE	DGIdb	20210101	20210909
1868	HGNC:11298	SRMS	SRC-RELATED KINASE LACKING C-TERMINAL REGULATORY TYROSINE AND N-TERMINAL MYRISTYLATION SITES	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1869	HGNC:6654	LMX1B	LIM HOMEOBOX TRANSCRIPTION FACTOR 1 BETA	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1870	HGNC:10944	SLC1A6	SOLUTE CARRIER FAMILY 1 MEMBER 6	GuideToPharmacology,Pharos	TRANSPORTER	DGIdb	20210101	20210909
1871	HGNC:10944	SLC1A6	SOLUTE CARRIER FAMILY 1 MEMBER 6	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1872	HGNC:14214	CIC	CAPICUA TRANSCRIPTIONAL REPRESSOR	CIViC	DRUG RESISTANCE	DGIdb	20210101	20210909
1873	HGNC:14214	CIC	CAPICUA TRANSCRIPTIONAL REPRESSOR	FoundationOneGenes,CarisMolecularIntelligence,Tempus,MskImpact	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
1874	HGNC:8056	NUDT9	NUDIX HYDROLASE 9	Pharos	ENZYME	DGIdb	20210101	20210909
1875	HGNC:24862	MOGS	MANNOSYL-OLIGOSACCHARIDE GLUCOSIDASE	HumanProteinAtlas,Pharos	ENZYME	DGIdb	20210101	20210909
1876	HGNC:72	ABCF3	ATP BINDING CASSETTE SUBFAMILY F MEMBER 3	Pharos	TRANSPORTER	DGIdb	20210101	20210909
1877	HGNC:72	ABCF3	ATP BINDING CASSETTE SUBFAMILY F MEMBER 3	RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
1878	HGNC:11281	SRA1	STEROID RECEPTOR RNA ACTIVATOR 1	GO	TRANSCRIPTION FACTOR COMPLEX	DGIdb	20210101	20210909
1879	HGNC:11281	SRA1	STEROID RECEPTOR RNA ACTIVATOR 1	Pharos	NUCLEAR HORMONE RECEPTOR	DGIdb	20210101	20210909
1880	HGNC:13010	TSHZ2	TEASHIRT ZINC FINGER HOMEOBOX 2	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1881	HGNC:5013	HMOX1	HEME OXYGENASE 1	HumanProteinAtlas,Pharos,GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1882	HGNC:5013	HMOX1	HEME OXYGENASE 1	CIViC	DRUG RESISTANCE	DGIdb	20210101	20210909
1883	HGNC:5013	HMOX1	HEME OXYGENASE 1	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1884	HGNC:437	ALPI	ALKALINE PHOSPHATASE, INTESTINAL	Pharos	ENZYME	DGIdb	20210101	20210909
1885	HGNC:437	ALPI	ALKALINE PHOSPHATASE, INTESTINAL	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1886	HGNC:11191	SOX11	SRY-BOX 11	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1887	HGNC:4114	GAL	GALANIN AND GMAP PREPROPEPTIDE	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1888	HGNC:4114	GAL	GALANIN AND GMAP PREPROPEPTIDE	GO	DRUG RESISTANCE	DGIdb	20210101	20210909
1889	HGNC:17189	OLFM2	OLFACTOMEDIN 2	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1890	HGNC:19004	CASP12	CASPASE 12 (GENE/PSEUDOGENE)	dGene,HopkinsGroom	PROTEASE	DGIdb	20210101	20210909
1891	HGNC:19004	CASP12	CASPASE 12 (GENE/PSEUDOGENE)	HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
1892	HGNC:27538	OR8U8	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY U MEMBER 8	HopkinsGroom,dGene,Pharos,GO	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
1893	HGNC:27538	OR8U8	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY U MEMBER 8	HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
1894	HGNC:21685	CD109	CD109 MOLECULE	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1895	HGNC:21685	CD109	CD109 MOLECULE	dGene	PROTEASE INHIBITOR	DGIdb	20210101	20210909
1896	HGNC:21685	CD109	CD109 MOLECULE	GO	CELL SURFACE	DGIdb	20210101	20210909
1897	HGNC:30833	CDK2AP2	CYCLIN DEPENDENT KINASE 2 ASSOCIATED PROTEIN 2	Pharos	KINASE	DGIdb	20210101	20210909
1898	HGNC:19700	CNKSR1	CONNECTOR ENHANCER OF KINASE SUPPRESSOR OF RAS 1	Pharos	KINASE	DGIdb	20210101	20210909
1899	HGNC:2728	DDOST	DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE NON-CATALYTIC SUBUNIT	Pharos	ENZYME	DGIdb	20210101	20210909
1900	HGNC:2728	DDOST	DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE NON-CATALYTIC SUBUNIT	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1901	HGNC:14914	CA13	CARBONIC ANHYDRASE 13	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1902	HGNC:14914	CA13	CARBONIC ANHYDRASE 13	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
1903	HGNC:9015	PKDREJ	POLYCYSTIN FAMILY RECEPTOR FOR EGG JELLY	Pharos	ION CHANNEL	DGIdb	20210101	20210909
1904	HGNC:9015	PKDREJ	POLYCYSTIN FAMILY RECEPTOR FOR EGG JELLY	RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
1905	HGNC:2285	COX6C	CYTOCHROME C OXIDASE SUBUNIT 6C	Pharos	ENZYME	DGIdb	20210101	20210909
1906	HGNC:2285	COX6C	CYTOCHROME C OXIDASE SUBUNIT 6C	CarisMolecularIntelligence	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
1907	HGNC:143	ACTC1	ACTIN, ALPHA, CARDIAC MUSCLE 1	GO	DRUG RESISTANCE	DGIdb	20210101	20210909
1908	HGNC:5112	HOXB13	HOMEOBOX B13	Tempus	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
1909	HGNC:5112	HOXB13	HOMEOBOX B13	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1910	HGNC:5112	HOXB13	HOMEOBOX B13	GO	TRANSCRIPTION FACTOR COMPLEX	DGIdb	20210101	20210909
1911	HGNC:2480	CST8	CYSTATIN 8	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1912	HGNC:2480	CST8	CYSTATIN 8	dGene	PROTEASE INHIBITOR	DGIdb	20210101	20210909
1913	HGNC:2480	CST8	CYSTATIN 8	GO	CELL SURFACE	DGIdb	20210101	20210909
1914	HGNC:11364	STAT3	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3	Oncomine,Tempus,FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
1915	HGNC:11364	STAT3	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3	GO	NUCLEAR HORMONE RECEPTOR	DGIdb	20210101	20210909
1916	HGNC:11364	STAT3	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3	GO	TRANSCRIPTION FACTOR COMPLEX	DGIdb	20210101	20210909
1917	HGNC:11364	STAT3	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3	GO	DRUG RESISTANCE	DGIdb	20210101	20210909
1918	HGNC:11364	STAT3	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3	GO	TUMOR SUPPRESSOR	DGIdb	20210101	20210909
1919	HGNC:11364	STAT3	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3	GO	TRANSCRIPTION FACTOR BINDING	DGIdb	20210101	20210909
1920	HGNC:11364	STAT3	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3	Pharos	KINASE	DGIdb	20210101	20210909
1921	HGNC:11364	STAT3	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1922	HGNC:1008	BCL9	B-CELL CLL/LYMPHOMA 9	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
1923	HGNC:7777	NFATC3	NUCLEAR FACTOR OF ACTIVATED T-CELLS 3	RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
1924	HGNC:7777	NFATC3	NUCLEAR FACTOR OF ACTIVATED T-CELLS 3	GO	TRANSCRIPTION FACTOR COMPLEX	DGIdb	20210101	20210909
1925	HGNC:7777	NFATC3	NUCLEAR FACTOR OF ACTIVATED T-CELLS 3	GO	TRANSCRIPTION FACTOR BINDING	DGIdb	20210101	20210909
1926	HGNC:1987	CITED2	CBP/P300 INTERACTING TRANSACTIVATOR WITH GLU/ASP RICH CARBOXY-TERMINAL DOMAIN 2	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1927	HGNC:20243	CYP2W1	CYTOCHROME P450 FAMILY 2 SUBFAMILY W MEMBER 1	Pharos,GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1928	HGNC:20243	CYP2W1	CYTOCHROME P450 FAMILY 2 SUBFAMILY W MEMBER 1	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
1929	HGNC:20243	CYP2W1	CYTOCHROME P450 FAMILY 2 SUBFAMILY W MEMBER 1	HopkinsGroom	CYTOCHROME P450	DGIdb	20210101	20210909
1930	HGNC:20243	CYP2W1	CYTOCHROME P450 FAMILY 2 SUBFAMILY W MEMBER 1	GO	CELL SURFACE	DGIdb	20210101	20210909
1931	HGNC:24283	KMT5B	LYSINE METHYLTRANSFERASE 5B	GO	DNA REPAIR	DGIdb	20210101	20210909
1932	HGNC:24283	KMT5B	LYSINE METHYLTRANSFERASE 5B	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1933	HGNC:24283	KMT5B	LYSINE METHYLTRANSFERASE 5B	BaderLabGenes	METHYL TRANSFERASE	DGIdb	20210101	20210909
1934	HGNC:12286	TRGV11	T CELL RECEPTOR GAMMA VARIABLE 11 (NON-FUNCTIONAL)	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
1935	HGNC:12129	TRAV30	T CELL RECEPTOR ALPHA VARIABLE 30	Pharos	KINASE	DGIdb	20210101	20210909
1936	HGNC:12129	TRAV30	T CELL RECEPTOR ALPHA VARIABLE 30	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1937	HGNC:12177	TRBV10-1	T CELL RECEPTOR BETA VARIABLE 10-1(GENE/PSEUDOGENE)	Pharos	KINASE	DGIdb	20210101	20210909
1938	HGNC:12177	TRBV10-1	T CELL RECEPTOR BETA VARIABLE 10-1(GENE/PSEUDOGENE)	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1939	HGNC:8471	OR8B2	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY B MEMBER 2	dGene,HopkinsGroom,Pharos,GO	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
1940	HGNC:8471	OR8B2	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY B MEMBER 2	HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
1941	HGNC:4531	OXGR1	OXOGLUTARATE RECEPTOR 1	Pharos,HopkinsGroom,GuideToPharmacology,IDG,dGene,GO	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
1942	HGNC:4531	OXGR1	OXOGLUTARATE RECEPTOR 1	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1943	HGNC:4175	GATM	GLYCINE AMIDINOTRANSFERASE	HumanProteinAtlas,Pharos,GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1944	HGNC:4175	GATM	GLYCINE AMIDINOTRANSFERASE	Pharos	TRANSPORTER	DGIdb	20210101	20210909
1945	HGNC:8818	SLC26A4	SOLUTE CARRIER FAMILY 26 MEMBER 4	Pharos,HumanProteinAtlas,GuideToPharmacology	TRANSPORTER	DGIdb	20210101	20210909
1946	HGNC:26367	POU5F2	POU DOMAIN CLASS 5, TRANSCRIPTION FACTOR 2	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1947	HGNC:19338	CDK19	CYCLIN DEPENDENT KINASE 19	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1948	HGNC:19338	CDK19	CYCLIN DEPENDENT KINASE 19	Pharos,IDG,dGene,HopkinsGroom	KINASE	DGIdb	20210101	20210909
1949	HGNC:19338	CDK19	CYCLIN DEPENDENT KINASE 19	dGene	SERINE THREONINE KINASE	DGIdb	20210101	20210909
1950	HGNC:19338	CDK19	CYCLIN DEPENDENT KINASE 19	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1951	HGNC:19338	CDK19	CYCLIN DEPENDENT KINASE 19	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1952	HGNC:19338	CDK19	CYCLIN DEPENDENT KINASE 19	GO	TUMOR SUPPRESSOR	DGIdb	20210101	20210909
1953	HGNC:10983	SLC25A13	SOLUTE CARRIER FAMILY 25 MEMBER 13	HumanProteinAtlas,GuideToPharmacology	TRANSPORTER	DGIdb	20210101	20210909
1954	HGNC:10983	SLC25A13	SOLUTE CARRIER FAMILY 25 MEMBER 13	RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
1955	HGNC:5655	IGHV4-61	IMMUNOGLOBULIN HEAVY VARIABLE 4-61	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
1956	HGNC:12307	TRIP13	THYROID HORMONE RECEPTOR INTERACTOR 13	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
1957	HGNC:20074	PAN2	PAN2 POLY(A) SPECIFIC RIBONUCLEASE SUBUNIT	dGene	PROTEASE	DGIdb	20210101	20210909
1958	HGNC:30064	PBRM1	POLYBROMO 1	CarisMolecularIntelligence,Tempus,FoundationOneGenes,MskImpact	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
1959	HGNC:434	ALOX15B	ARACHIDONATE 15-LIPOXYGENASE, TYPE B	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1960	HGNC:434	ALOX15B	ARACHIDONATE 15-LIPOXYGENASE, TYPE B	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1961	HGNC:10078	RNPEP	ARGINYL AMINOPEPTIDASE	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1962	HGNC:10078	RNPEP	ARGINYL AMINOPEPTIDASE	RussLampel,HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1963	HGNC:10078	RNPEP	ARGINYL AMINOPEPTIDASE	dGene	PROTEASE	DGIdb	20210101	20210909
1964	HGNC:27972	MYLK4	MYOSIN LIGHT CHAIN KINASE FAMILY MEMBER 4	Pharos,HopkinsGroom,dGene	KINASE	DGIdb	20210101	20210909
1965	HGNC:27972	MYLK4	MYOSIN LIGHT CHAIN KINASE FAMILY MEMBER 4	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
1966	HGNC:27972	MYLK4	MYOSIN LIGHT CHAIN KINASE FAMILY MEMBER 4	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1967	HGNC:27972	MYLK4	MYOSIN LIGHT CHAIN KINASE FAMILY MEMBER 4	dGene	SERINE THREONINE KINASE	DGIdb	20210101	20210909
1968	HGNC:15218	OR52H1	OLFACTORY RECEPTOR FAMILY 52 SUBFAMILY H MEMBER 1	Pharos,GO,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
1969	HGNC:15218	OR52H1	OLFACTORY RECEPTOR FAMILY 52 SUBFAMILY H MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
1970	HGNC:50	ABCB9	ATP BINDING CASSETTE SUBFAMILY B MEMBER 9	GO,HopkinsGroom	ABC TRANSPORTER	DGIdb	20210101	20210909
1971	HGNC:50	ABCB9	ATP BINDING CASSETTE SUBFAMILY B MEMBER 9	RussLampel,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
1972	HGNC:50	ABCB9	ATP BINDING CASSETTE SUBFAMILY B MEMBER 9	Pharos,GuideToPharmacology	TRANSPORTER	DGIdb	20210101	20210909
1973	HGNC:6856	MAP3K4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 4	Pharos,dGene,HopkinsGroom	KINASE	DGIdb	20210101	20210909
1974	HGNC:6856	MAP3K4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 4	dGene	SERINE THREONINE KINASE	DGIdb	20210101	20210909
1975	HGNC:6856	MAP3K4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 4	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1976	HGNC:6856	MAP3K4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 4	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
1977	HGNC:6138	ITGA2B	INTEGRIN SUBUNIT ALPHA 2B	GO	CELL SURFACE	DGIdb	20210101	20210909
1978	HGNC:6138	ITGA2B	INTEGRIN SUBUNIT ALPHA 2B	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
1979	HGNC:6138	ITGA2B	INTEGRIN SUBUNIT ALPHA 2B	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1980	HGNC:23631	NPSR1	NEUROPEPTIDE S RECEPTOR 1	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1981	HGNC:23631	NPSR1	NEUROPEPTIDE S RECEPTOR 1	HopkinsGroom,dGene,GuideToPharmacology,HumanProteinAtlas	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
1982	HGNC:24063	GALM	GALACTOSE MUTAROTASE	Pharos	ENZYME	DGIdb	20210101	20210909
1983	HGNC:6603	LILRA2	LEUKOCYTE IMMUNOGLOBULIN LIKE RECEPTOR A2	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1984	HGNC:1067	BMP1	BONE MORPHOGENETIC PROTEIN 1	HopkinsGroom,GO,dGene	PROTEASE	DGIdb	20210101	20210909
1985	HGNC:1067	BMP1	BONE MORPHOGENETIC PROTEIN 1	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
1986	HGNC:1067	BMP1	BONE MORPHOGENETIC PROTEIN 1	HumanProteinAtlas,GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
1987	HGNC:1067	BMP1	BONE MORPHOGENETIC PROTEIN 1	GO	GROWTH FACTOR	DGIdb	20210101	20210909
1988	HGNC:1067	BMP1	BONE MORPHOGENETIC PROTEIN 1	GO	NEUTRAL ZINC METALLOPEPTIDASE	DGIdb	20210101	20210909
1989	HGNC:18731	PDCD1LG2	PROGRAMMED CELL DEATH 1 LIGAND 2	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
1990	HGNC:18731	PDCD1LG2	PROGRAMMED CELL DEATH 1 LIGAND 2	GO	CELL SURFACE	DGIdb	20210101	20210909
1991	HGNC:18731	PDCD1LG2	PROGRAMMED CELL DEATH 1 LIGAND 2	FoundationOneGenes,Tempus,CarisMolecularIntelligence	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
1992	HGNC:18731	PDCD1LG2	PROGRAMMED CELL DEATH 1 LIGAND 2	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
1993	HGNC:1611	ACKR4	ATYPICAL CHEMOKINE RECEPTOR 4	GuideToPharmacology,HopkinsGroom	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
1994	HGNC:1611	ACKR4	ATYPICAL CHEMOKINE RECEPTOR 4	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
1995	HGNC:1611	ACKR4	ATYPICAL CHEMOKINE RECEPTOR 4	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
1996	HGNC:20596	SUPT20H	SPT20 HOMOLOG, SAGA COMPLEX COMPONENT	Pharos	KINASE	DGIdb	20210101	20210909
